,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
236,189,"text1: Hello anyone here pernah beli lotte world theme park ticket dari klook?

text2: binbar really went from morse code to a water show in lotte world 😂

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,b,b,b,b,a,a
237,315,"text1: It is primo Vikings to come in flat at home against a bad team after a big win on the road the previous week.

text2: Thor 3 is primo delicious grade a thor beef and thor x Bruce x val x loki romance potential

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,b,a,a,b
238,178,"text1: mfs callin taeil tinie clearly havent seen the lotte duty free mv 🙄

text2: wait i also missed the lotte concert 😭😭

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,a
239,271,"text1: We demand a recount @Yankees @astros @MLB

text2: Oh algorithm wise algorithm why show me only stories for WI counties where Biden's count decreased when that (a) doesn't reflect the overall recount and (b) is barely news as it doesn't change anything?

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,a,a,b
240,47,"text1: I always feel like an impostor when writing iOS dev related articles, my last held iOS job was 18 months ago (I currently work as backend dev), and my own iOS / Mac apps usually have just 1 view controller with simple functionality😅

text2: Stop follow the other Anthony I'm the real one the other anything is An impostor

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,a,a,a,b
241,288,"text1: How can Bevin call for a recount without paper ballots? #KYGov

text2: My Spotify Wrapped this year SUCKED. How is it going to tell me that a song I streamed 11 times my top song of the YEAR!?!?!? There needs to be a recount

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
242,141,"text1: im going to lotte world on saturday im so exciteeeeeed

text2: lotte performance, yoongi in That fit earlier, the savage love dance thingy nd remix(??? 👀) nd the be pre orders suddenly dropping SERIOUSLY LET ME BREATHEYFHGHJGVURRTGCDTGD

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,a
243,237,"text1: If the legislature really does decide the KY governor's election and gives it to Bevin even though he CLEARLY LOST, we all have to raise hell Unless a recount changes it, Andy Bashear WON THE ELECTION. He had MORE VOTES. If something stops that we can't just be like “that sucks”

text2: I love Georgia being all “yea I can get my manager but he's just gonna tell you the same thing” while agreeing to a recount knowing the current number is THE number no matter what.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,b
244,292,"text1: What is the difference between: Burning ballots to make a recount impossible &amp; Using electronic voting devices that leave no paper trail, record or mechanism for a recount with any integrity? Do we really need the optics of an open fire to know our system is SCREWED?

text2: If ever we want a chance to get behind our president, no matter what side, we need a fully open recount.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,b,b,a,b
245,391,"text1: That message from my primo made my whole day 😭💙

text2: RT if your primo texts you once a month to ask for your Netflix password, fav if you're the primo sending those texts

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,a,a,a
246,302,"text1: somebody PLEASE cuff my primo it's sad boi hours aLL day

text2: whatever im gonna save my primo for xiao's banner instead😅😅👍🏻

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,b
247,231,"text1: If Bevin wants a recount he should hire a couple math teachers 🤷🏽‍♂️

text2: All of the ballots from this past election should be archived. And stored in a secret location in case anyone need another recount.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
248,145,"text1: Judging from jk hair length in the VCR they probably film the videos before the lotte concert and before their official break

text2: I slept through my alarm for the lotte concert LMAOOOOO

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,a
249,213,"text1: The word game I'm playing didn't accept “gank” as a word. I want a recount.

text2: Trump would have to pay $8mil, up front, to get a recount in Wisconsin. So, that's not happening. He's never paid ‘up front', for anything... Well, maybe the porn stars... 🤔

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,a,a,b,a,a,a,b
250,225,"text1: I wonder how many petitions we will see for a recount of the #BallonDor2019 from the gobshite bin dippers

text2: my tik tok was blowin up and then it just stopped overnight maybe these recount people are on to something

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,b
251,131,"text1: aw i wanna go ice skating! i miss ice skating in lotte world 😔

text2: yo i miss lotte chicken nuggets from when i was in korea...... those hit different

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,b,b,a,b
252,290,"text1: If Pitbull isn't on this list then I want a recount @Toucherandrich

text2: Local lawyer on TV today ran a losing campaign for Congressman. My thought: He hasn't chained himself to his desk, not leaving until we coddle him with a recount. Don't have to bribe him with trip to Disney. He lost and moved on. Y R we permitting the infantile behavior of Dummy

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
