,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
329,44865,ive been on the couch or in my bed too long eating chocolate and watching youtube i actually feel shitty so ill force myself do something active,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,b,d,d,d,d,a,a,a,d,d
330,11836,i feel i also feel like a fake,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,b,a,d,d,a,a,a,a,d,d
331,298490,i spent much of this book feeling like were doomed,D,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",d,b,a,a,a,a,a,a,a,a,a,d
332,115034,i feel a little tender mercy for having been able to teach her in english,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,a,a,a,e,c
333,63551,i dont think i like him anyore but i want to like him because i feel that its neccesary that i should be loyal to him that i owe it to him to continue showing him how much he meant to me and still does,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,d,e,a,a,a,e,d
334,242948,i am no fan of china and have laid it out many a times why i feel that supporting china is just giving support to a despotic oppressive communist regime,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,b,b,b,b,b,a,b,a,a,b
335,233791,i feel hmm i treasured the eggrolls along with the fish hot sauce recipe,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,f,e,c,a,a,a,a,c
336,92555,ive just woken up feeling tender as if my skin peeled off me,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,d,d,d,a,a,a,d,d
337,57541,i feel myself with his arms supporting mine holding me up helping me move around,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,a,a,a,e,e
338,202781,i wanted to touch a naked woman i wanted to smell her on me from her breath to her underwear smell and feel and grope and pinch and lust after every inch of her delicate thighs her beautifully sculpted thighs leading me up between her legs where everythings starts and everything ends,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,a,a,a,e,b
339,300089,i am feeling especially fond of her at the moment,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,a,a,a,e,e
340,191820,i can t help but feeling as though the marriage is a delicate flower that i need to protect fiercely,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,a,e,a,a,a,e,e
341,37880,i have taken a xanax to calm my nerves for the dentist i am feeling especially generous so i will be giving away two prizes,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,c,a,c,c,a,a,a,a,f
342,106271,i retired from teaching because i didnt feel i could handle dialysis teaching and being a supportive wife and mother,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,d,d,d,a,d,a,a,a,d,d
343,92496,i feel like these have been around forever and while i ve never liked them on me because my legs look like elephant legs i did think they were cute on others,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,a,a,a,d,d
344,192118,i feel the duty as a loyal friend to let them know about it,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,a,a,a,a,e
345,32309,im feeling generous or in a restaurant like the mandarin grill which has a fairly stellar reputation this impression may be extended to edible yet decorative garnishes like samphire,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,c,c,a,a,a,f,c
346,292254,i actually bring money into this god forsaken house i feel as if i need to a make my dad realise that at the tender age of by fucking law im an adult,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,d,b,b,b,b,a,a,a,a,b
347,378334,i would feel that she doesnt just stab me wit her finger but shes very delicate,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,a,a,a,a,a,f
348,207010,i was dumb and i had not have a bleak ofan idea that after two longs years of parting ways seeing her status in facebook change will create such feelings of guilt and pain and longing,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,d,d,d,d,d,a,a,b,d,d
349,53684,i sent her a check for because i was feeling gracious,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,c,e,c,c,a,a,a,a,c
350,236259,i feel that this movie was the most faithful adaptation since chris columbus left,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,c,a,a,f,f
351,332007,i tend to keep my mouth shut because im not well enough informed but when it comes to public education i can speak what i feel because thats one topic im passionate about and do my best to keep up with,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,c,c,e,e,e,a,a,a,a,f
